symbol;name;issue_date;EPS;QuoteLast;Price200DayAverage;Price52WeekPercChange;PriceToBook;MarketCap;PE;DividendRecentQuarter;DividendNextQuarter;DPSRecentYear;IAD;DividendPerShare;DividendYield;Dividend;BookValuePerShareYear;CashPerShareYear;CurrentRatioYear;LTDebtToAssetsYear;LTDebtToAssetsQuarter;TotalDebtToAssetsYear;TotalDebtToAssetsQuarter;LTDebtToEquityYear;LTDebtToEquityQuarter;TotalDebtToEquityYear;TotalDebtToEquityQuarter;AINTCOV;ReturnOnInvestmentTTM;ReturnOnInvestment5Years;ReturnOnInvestmentYear;ReturnOnAssetsTTM;ReturnOnAssets5Years;ReturnOnAssetsYear;ReturnOnEquityTTM;ReturnOnEquity5Years;ReturnOnEquityYear;Beta;Float;InstitutionalPercentHeld;GrossMargin;EBITDMargin;OperatingMargin;NetProfitMarginPercent;NetIncomeGrowthRate5Years;RevenueGrowthRate5Years;RevenueGrowthRate10Years;EPSGrowthRate5Years;EPSGrowthRate10Years;Volume;AverageVolume;LGD
EBG;Eumundi Group Ltd.;30/09/2013;0.06;0.85;0.79;25;0.94;31210000;14.75;0.03;0;0.06;0;0.06;0;0.2;0.9;0.04;1.05;19.22;19.22;19.22;19.22;27.35;27.35;27.35;27.35;0;4.89;2.71;4.89;4.55;2.56;4.55;6.53;5.56;6.53;0.4;16.02;0;46.74;14.08;10.13;8.54;18.21;4.28;4.33;0.15;16.49;0;435;1.0549
CL8;Collaborate Corporation Ltd;30/06/2011;0.01;0.02;0.02;23.08;3.16;8260000;0;0;0;0;0;0;0;0;0.01;0;0.88;0;0;0;0;0;0;0;0;0;73.24;52.13;73.24;62.66;31.04;62.66;73.24;70.47;73.24;2.97;239.41;0;67.56;346.48;346.48;313.84;0;33.68;15.82;0;0;0;319062;1.074835
XRF;XRF Scientific Limited;30/06/2011;0.01;0.15;0.18;16.67;0.66;20070000;12.98;0;0;0;0;0;3.33;1.19;0.23;0.02;6.53;3.3;3.3;3.3;3.3;3.66;3.66;3.66;3.66;0;4.95;9.89;4.95;4.69;9.11;4.69;5.11;10.07;5.11;0.74;81.39;0;40.61;15.35;11.23;7.27;10.31;1.02;13.38;14.68;3.33;0;52047;1.074841
PEA;Pacific Energy Limited;31/05/2014;0.04;0.66;0.54;63.64;1.7;244340000;15.52;0.02;0.02;0.02;0.02;0.02;3.97;9.25;0.37;0.02;1.19;18.59;18.59;21.59;21.59;26.41;26.41;30.68;30.68;12.52;8.95;7.31;8.95;8.42;6.77;8.42;11.79;9.62;11.79;0.52;165.24;0;92.58;74;46.9;30.64;90.08;13.91;0;78.45;0;156553;279728;1.045021
NRL;Acacia Coal Ltd;30/09/2010;0;0;0;85.3;3.41;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;8322.28;144.59;29.16;144.59;140.04;27.99;140.04;144.59;29.31;144.59;0.99;1255.3;0;0;5743.18;5764.36;5750.7;0;34.15;38.43;0;0;0;516395;1.084886
SPH;Sphere Minerals Limited;28/02/2019;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09;0.02;15.99;0;0;0;0;0;0;0;0;0.46;733.87;0;733.87;19.89;0;19.89;591.32;0;591.32;0;0.58;0;0;2316.67;2537.85;4921.47;0;0;0;0;0;0;0;0.99533
OGH;Ochre Group Holdings Ltd;31/08/2018;0.37;0.07;0.07;0;0;2080000;0;0;0;0;0;0;0;0;0.01;0.02;0.38;0;0;83.79;83.79;0;0;0;0;0.55;216.68;18.34;216.68;165.59;16.96;165.59;216.68;18.35;216.68;0;13.6;0;0;82.25;443.85;581.95;0;56.08;99.36;0;0;0;0;1.00529
FSF;FONTERRA UNIT NZX;30/11/2018;0;6.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6710;20506;1.005292
NWE;Norwest Energy NL;31/12/2017;0;0;0;60;1.98;7400000;0;0;0;0;0;0;0;0;0;0;1.63;0;0;0;0;0;0;0;0;0;34.34;59.09;34.34;32.01;54.49;32.01;41.82;65.47;41.82;2.71;1564.35;0;0;0;0;0;0;0;0;0;0;217778;476072;1.015258
AKM;Aspire Mining Ltd;30/09/2015;0;0.03;0.02;275;0.81;28170000;0;0;0;0;0;0;0;0;0.04;0;1.32;16.06;16.06;16.06;16.06;19.44;19.44;19.44;19.44;4.83;5.92;15.01;5.92;5.4;14.01;5.4;6.48;15.48;6.48;0.32;595.4;0;0;9114.37;6105.23;7654.68;0;42.68;0;0;0;50000;532515;1.035227
MRQ;MRG Metals Ltd;30/06/2018;0.01;0.02;0.02;69.84;1.05;5770000;0;0;0;0;0;0;0;0;0.02;0;2.26;0;0;0;0;0;0;0;0;0;41.97;34.35;41.97;38.01;33.33;38.01;41.97;34.35;41.97;1.88;213.87;0;0;45440.97;45455.26;45455.26;0;0;0;0;0;1080000;5660000;1.005387
BSLDA;BLUESCOPE DEF SET;30/09/2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.085033
SPX;Spectrum Rare Earths Ltd;30/04/2018;0.01;0.01;0.01;25;7.98;1840000;0;0;0;0;0;0;0;0;0;0;2.07;0;0;0;0;0;0;0;0;0;213.08;50.83;213.08;171.92;48.01;171.92;213.08;50.83;213.08;2.27;148.27;0;0;17222.3;73952.02;68541.89;0;57.99;0;0;0;200000;123994;1.005432
SMS;Sino Rare Precious Metals Ltd;31/01/2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.015408
SRF;Surfstitch Group Ltd;31/12/2018;0.62;0.19;0.3;89.55;1.05;54160000;0;0;0;0;0;0;0;0;0.18;0.08;1.63;0;0;0;0;0;0;0;0;434.49;160.82;0;160.82;111.08;0;111.08;169.86;0;169.86;0;215.08;0;35.34;27.85;65.25;65.02;0;0;0;0;0;130004;291937;1.005475
GLA;Gladiator Resources Limited;30/09/2014;0;0;0;33.33;0.53;1860000;0;0;0;0;0;0;0;0;0.01;0;0.07;0;0;14.58;14.58;0;0;23.38;23.38;0;26.75;28.13;26.75;20.89;25.97;20.89;29.01;28.54;29.01;3.13;465.97;0;0;93002.3;93389.23;91375.38;0;67.85;22.2;0;0;0;541216;1.045328
GJT;Galileo Japan Trust;30/11/2016;0.59;0;0.07;52.41;0;0;0;0.09;0;0.17;0;0.17;0;17.68;0;0.01;1;0;0;0;0;0;0;0;0;6.94;51.8;7.38;51.8;22.34;6.17;22.34;51.8;11.95;51.8;0.65;105.18;0;0;97.62;91.08;77.01;0;1.55;0;0;0;0;95360;1.025449
TZL;TZ Limited;31/12/2014;0.02;0.06;0.08;4.92;2.09;32250000;0;0;0;0;0;0;0;0;0.03;0.01;1.43;0;0;0;0;0;0;0;0;476.2;45.3;86.63;45.3;31.38;48.61;31.38;45.77;133.71;45.77;1.28;428.74;0;32.76;25.2;34.3;33.78;0;2.36;0.02;0;0;1150000;126912;1.04542
TLS;Telstra Corporation Ltd;31/03/2013;0.31;5.07;5.29;8.42;3.94;60300000000;16.49;0.16;0.16;0.31;0.31;0.31;6.07;3787;1.3;0.29;1.02;33.84;33.84;39.97;39.97;92.29;92.29;109.02;109.02;8.21;11.62;12.77;11.62;9.15;9.86;9.15;25.11;29.21;25.11;0.7;11453.59;0;72.03;35.93;19.96;14.79;3.1;0.64;1.29;3.4;1.84;24360000;18980000;1.05539
MDX;Mindax Limited;30/04/2014;0;0;0.01;0;1.45;1720000;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0;0;0;102.71;40.29;102.71;59.78;38.05;59.78;102.71;40.29;102.71;0.95;157.23;0;0;492750;497730;497725;0;78.75;47.08;0;0;0;13117;1.045548
KLO;Kingsland Global Ltd;31/12/2013;0.01;0.22;0.21;21.57;6.17;89100000;17.04;0;0;0;0;0;0;0;0.03;0.02;9.67;0;0;0;0;0;0;0;0;0;0;0;17.35;0;0;13.05;0;0;17.47;0;13.63;0;52.11;33.87;31.37;23.95;0;0;0;0;0;10000;41635;1.055541
SIX;Sprintex Ltd;31/07/2013;0.04;0.36;0.3;20;0;34220000;0;0;0;0;0;0;0;0;0;0.01;0.73;1.86;1.86;65.38;65.38;0;0;0;0;13.64;366.62;190.03;366.62;91.43;111.27;91.43;389.06;193.17;389.06;3.55;14.27;0;25.48;114.94;141.75;145.87;0;23.79;6.86;0;0;0;3944;1.055546
PSY;Panorama Synergy Limited;31/05/2012;0.01;0.06;0.09;46.67;9.19;31380000;0;0;0;0;0;0;0;0;0.01;0.01;6.02;0;0;0;0;0;0;0;0;0;92.01;134.63;92.01;85.7;111.67;85.7;92.01;134.63;92.01;1.31;355.89;0;0;4975.98;4982.1;4956.56;0;14.64;6.36;0;0;98613;403545;1.065516
WAL;Wavenet International Limited;30/04/2018;0.02;0.01;0.01;0;0.27;887920;0;0;0;0;0;0;0;0;0.02;0;1.52;0;0;0;0;0;0;0;0;0.54;66.89;12.58;66.89;37.63;10.53;37.63;70.48;14.35;70.48;0.04;55.34;0;72.89;45.46;295.8;295.8;0;10.08;25.02;0;0;16634;739;1.005767
RMG;RMG Limited;31/05/2012;0.06;0.01;0.01;0;0;4310000;0;0;0;0;0;0;0;0;0;0;0.02;0;0;101.77;101.77;0;0;0;0;0;220.01;39.1;220.01;173.94;36.07;173.94;220.01;39.09;220.01;1.65;317.15;0;0;0;0;0;0;0;0;0;0;0;30117;1.065524
AKW;Arturus Capital Ltd;30/06/2016;0.15;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0.06;0.01;0.12;0;0;442.92;3252.25;0;0;0;0;1.01;0;92.17;0;198.69;26.46;210.79;0;426.28;0;0;138.44;0;0;0;0;0;0;70.09;32.26;0;0;0;0;1.025724
MNY;Money3 Corporation Limited;31/08/2014;0.12;1.67;1.39;88.14;1.62;259980000;13.83;0.02;0.02;0.05;0.05;0.05;3.15;5.64;1.03;0.18;10.1;22.27;22.27;22.27;22.27;31.07;31.07;31.07;31.07;7.43;11.31;10.36;11.31;10.41;9.5;10.41;14.42;12.6;14.42;0.63;106.93;0;48.33;36.5;35.14;20.83;52.28;48.22;0;11.23;0;58886;127011;1.045657
SUH;STH HEM MI FPO;30/11/2014;0;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31026;1.045677
WHFPA;Whitefield Limited;31/03/2010;0.17;1.3;0;0;0;364570000;7.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.085532
AFR;African Energy Resources (Guernsey) Ltd.;31/08/2014;0;0.04;0.04;30.77;0.87;21310000;0;0;0;0;0;0;0;0;0.04;0.01;20.64;0;0;0;0;0;0;0;0;4.97;8.46;34.36;8.46;8.38;28.59;8.38;8.46;34.61;8.46;1.3;396.3;0;0;1162;1162;1395.64;0;11.07;0;0;0;81650;113747;1.0457
AHX;Apiam Animal Health Ltd;31/07/2018;0.08;1.15;1.45;10.27;2.55;116350000;0;0;0;0;0;0;0;0;0.46;0.02;1.32;15.19;15.19;20.51;20.51;25.99;25.99;35.07;35.07;8.02;0;0;0.32;0;0;0.24;0;0;0.22;0;17.69;0;46.82;7.67;2.79;0.17;0;0;0;0;0;7247;71069;1.005864
HLX;Helix Resources Ltd.;31/08/2016;0.01;0.06;0.07;100;1.51;19120000;0;0;0;0;0;0;0;0;0.04;0.01;9.18;0;0;0;0;0;0;0;0;0;12.24;7.44;12.24;11.99;7.25;11.99;12.24;7.45;12.24;2.33;182.71;0;0;2621.86;2687.73;5421.97;0;40.39;16.49;0;0;1270000;94692;1.025807
MIG;Migme Ltd;30/09/2011;0.09;0.05;0.34;93.88;3.41;16440000;0;0;0;0;0;0;0;0;0.02;0.03;2.87;28.99;40.44;32.32;44.42;72.92;197.38;81.31;216.81;0;511.1;0;328.61;323.73;0;237.86;787.98;0;430.99;0.02;114.88;0;13.28;101.79;103.02;107.4;0;0;0;0;0;284499;242941;1.075642
DSNN;DESERT MIN DEF;30/09/2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.045778
SLRN;SILVERLAKE DEF X IGR;30/04/2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.085627
GOO;Gooroo Ventures Ltd;31/07/2019;0.01;0.19;0;0;0;6470000;0;0;0;0;0;0;0;0;0;0.01;0.58;0;0;93.43;93.43;0;0;0;0;29.48;0;0;0;0;0;47.97;0;0;0;0;0.84;0;0;33298.8;34522.75;21376.05;0;0;0;0;0;79425;49740;0.996001
ALR;Aberdeen Leaders Limited;30/04/2015;0.03;1.13;1.09;16.41;1.01;68080000;32.72;0.03;0.01;0.05;0.05;0.05;4.41;3.08;1.13;0.04;0.1;0;0;29.39;29.39;0;0;43.95;43.95;0;2.45;2.06;2.45;2.06;1.9;2.06;3.08;2.85;3.08;0.71;36.26;0;42.06;35.46;35.46;49.28;1.74;3.37;12.14;1.35;15.99;0;18463;1.035858
SVM;Sovereign Metals Limited;31/05/2016;0.02;0.09;0.09;65.45;1.77;18690000;0;0;0;0;0;0;0;0;0.05;0.02;2.26;0;0;0;0;0;0;0;0;0;25.89;36.04;25.89;23;33.59;23;25.89;36.04;25.89;0.35;135.5;0;0;9174.74;9174.74;9156.05;0;16.48;0;0;0;246000;120527;1.025905
FXJ;Fairfax Media Limited;31/03/2018;0.39;0.85;0.9;2.86;2.15;1940000000;0;0.02;0.02;0.04;0.04;0.04;4.71;93.52;0.4;0.04;1.28;10.91;10.91;10.91;10.91;19.69;19.69;19.69;19.69;11.98;51.55;27.38;51.55;39.51;21.83;39.51;62.54;36.27;62.54;1.34;2131.11;0;85.79;14.85;50.25;48.58;0;5.98;0.49;0;0;8530000;4910000;1.005994
SVWPA;Seven Group Holdings Ltd;28/02/2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.016034
SCU;Stemcell United Ltd;31/05/2012;0.11;0.01;0.02;72;1.23;3350000;0;0;0;0;0;0;0;0;0.01;0;0.56;0;0;0;0;0;0;0;0;9.07;1654.97;0;1654.97;841.86;0;841.86;1654.97;0;1654.97;0;17.37;0;16.07;1334.18;47631.77;47649.98;0;0;60.39;0;0;0;400;1.065849
ENR;Encounter Resources Ltd.;30/09/2012;0.04;0.09;0.11;6.25;0.66;14030000;0;0;0;0;0;0;0;0;0.13;0.02;4.08;0;0;0;0;0;0;0;0;6.58;26.99;7.99;26.99;25.92;7.63;25.92;27.13;8.01;27.13;2.06;96.24;0;0;7243.65;7342.67;8098;0;24.67;2.25;0;0;70010;42099;1.065876
USF;US Select Private Opportunities Fund;31/05/2016;0;2.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2419;1.026066
ENB;Eneabba Gas Limited;31/10/2019;0.01;0.01;0.01;53.33;0.72;2160000;0;0;0;0;0;0;0;0;0.01;0;2.62;0;0;0;0;0;0;0;0;0;40.74;21.48;40.74;34.99;20.42;34.99;40.74;21.48;40.74;2.9;274.17;0;69.26;1477.71;3703.4;3703.4;0;19.48;12.07;0;0;1690000;2550000;0.996191
ITR;INTERRA CDI 1:1;31/01/2011;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.075908
ATNN;ASHBURTON DEF;31/10/2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.046035
CKL;Colorpak Limited;30/09/2012;0.04;0;0.5;39.6;0.88;0;0;0.01;0.01;0.02;0.02;0.02;4.12;1.05;0.69;0;1.64;23.76;24.77;24.91;25.53;50.65;52.47;53.09;54.09;3.06;3.19;1.92;3.52;2.39;1.48;2.63;5.2;3.15;5.86;0.53;36.16;0;47.08;8.03;4.17;1.99;12.06;14.8;10.65;12.61;4.99;0;29996;1.065979
IEM;ISHEMGMKT CDI 1:1;30/11/2011;0;49.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7016;9265;1.075948
PUNN;PEGASUS DEF;30/04/2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.016174
XTE;Xtek Ltd;31/10/2013;0.07;0.35;0.36;15.85;5.1;10460000;0;0;0;0;0;0;0;0;0.07;0.02;3.29;0;0;0;0;0;0;0;0;67.37;88.83;47.5;88.83;53.37;24.33;53.37;93.31;49.5;93.31;0.29;9.12;0;46.34;38.18;40.9;40.9;0;9.93;15.36;0;0;4000;9359;1.056054
FNP;Freedom Foods Group Ltd;31/12/2011;0.28;3.85;4.3;5.57;2.41;768740000;13.7;0.02;0.02;0.04;0.04;0.04;1.02;1.26;1.62;0.36;1.63;15.38;15.38;22.57;22.57;24.17;24.17;35.47;35.47;0;17.06;19.04;17.06;13.77;14.75;13.77;20.98;22.28;20.98;1.36;66.4;0;29.73;10.96;33.51;29.71;63.01;30.32;13.59;41.56;25.72;97419;407821;1.075993
EYM;Elysium Resources Ltd;31/01/2012;0.02;0.01;0.03;87.33;0.17;4190000;0;0;0;0;0;0;0;0;0.06;0.01;3.3;0;0;0;0;0;0;0;0;0;21.33;40.7;21.33;19.38;37.68;19.38;21.33;40.7;21.33;1.61;418.2;0;0;164.13;167.02;167.02;0;15.54;0;0;0;375317;3400000;1.06604
TNCDA;TRANSOL DEF SET;31/05/2015;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.036152
QIP;QANTM Intellectual Property Ltd;31/08/2018;0;2.08;0;0;0;276430000;0;0;0;0;0;0;0;0;0.01;0;0.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130.55;0;0;0;0;0;0;0;0;0;0;9936;39556;1.006265
ABU;ABM Resources NL;31/08/2014;0.06;0.12;0.08;170.83;2.26;46890000;0;0;0;0;0;0;0;0;0.06;0.03;4.06;0;0;0;0;0;0;0;0;0;62.95;38.6;62.95;54.68;35.35;54.68;68.42;40.5;68.42;0.44;315.52;0;0;0.6;65.14;59.8;0;134.1;62.02;0;0;38677;227251;1.046121
1AL;Oneall International Ltd;31/07/2010;0.09;0.99;0.97;1.5;5.66;127070000;10.81;0.04;0.04;0.06;0.06;0.06;6.09;23.06;0.17;0.08;2.96;0;0;0;0;0;0;0;0;0;55.23;0;0;27.95;0;0;55.23;0;0;0;5.46;0;42.65;27.49;27.36;22.56;0;0;0;0;0;14300;9904;1.085994
TTI;Traffic Technologies Limited;31/12/2013;0.08;0.04;0.03;2.94;1.36;10200000;0;0;0;0;0;0;0;0;0.03;0;1.29;41.07;41.07;57.57;57.57;247.74;247.74;347.29;347.29;0.32;62.83;8.45;62.83;42.82;6.19;42.82;122.17;15.68;122.17;1.06;142.46;0;46.96;5.62;44.49;50.56;0;1.67;2.64;0;0;161499;125178;1.056107
BPL;Broken Hill Prospecting Ltd;31/10/2016;0.01;0.04;0.05;111.86;1.35;4300000;0;0;0;0;0;0;0;0;0.03;0.01;19.2;0;0;0;0;0;0;0;0;13.37;20.3;21.56;20.3;19.6;20.92;19.6;20.67;21.65;20.67;2.47;44.56;0;0;1455.22;1455.66;1564.51;0;7.73;0;0;0;392204;133972;1.026227
RIL;Riddock International Ltd;31/12/2017;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09;0;0.35;0;0;179.78;179.78;0;0;0;0;0;0;0;0;255.99;209.96;267.94;0;0;0;0;5.63;0;0;0;0;0;0;0;0;0;0;0;0;1.016271
MAS;Mesa Minerals Limited;30/06/2015;0;0.01;0.01;0;0;4230000;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0.67;0;0;0;37.06;37.06;17.41;0;0;0;0;119.88;0;0;65.95;104.61;152.56;0;12.94;29.29;0;0;0;0;1.036242
ANPN;ANTISENSE DEF X OPT;31/07/2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.086096
CSV;CSG Limited;31/07/2015;0.05;0.84;1.26;49.85;0.95;268570000;15.58;0.05;0.05;0.09;0.09;0.09;10.98;27;0.86;0.02;3.08;36.94;36.94;38.29;38.39;79.8;79.8;82.72;82.94;20.65;3.83;1.54;3.83;3.31;1.21;3.31;6.77;2.06;6.77;0.3;298.41;0;46.5;14.24;10.89;7.36;0.26;2.13;22.39;5.02;10.18;562988;551299;1.036276
LOV;Lovisa Holdings Ltd;31/03/2017;0.16;3.88;2.93;6.39;36;407400000;24.5;0.02;0.02;0.09;0.09;0.09;2.26;11.28;0.11;0.09;1.55;28.14;28.14;36.5;36.5;107.42;107.42;139.34;139.34;36.18;69.3;0;69.3;41.57;0;41.57;184.13;0;184.13;0;51.68;0;57.14;19.82;15.78;10.79;0;0;0;0;0;31248;99963;1.016362
NCR;Nucoal Resources Ltd;31/12/2016;0.01;0;0;66.67;0.47;3840000;0;0;0;0;0;0;0;0;0.01;0;4.58;0;0;0;0;0;0;0;0;0;69.39;33.01;69.39;62.22;30.75;62.22;71.32;33.47;71.32;1.27;502.17;0;0;143.73;2228.75;2227.76;0;15.82;0;0;0;0;417738;1.026348
BNO;Bionomics Ltd;31/08/2012;0.04;0.38;0.33;9.09;4.08;180560000;0;0;0;0;0;0;0;0;0.09;0.09;5.1;20.95;20.95;24.05;25.35;43.45;43.45;49.89;52.58;0;25.16;18.27;25.16;21.14;15.53;21.14;44.65;24.21;44.65;0.85;403.96;0;0;354.58;354.58;203.96;0;14.87;5.94;0;0;371438;168927;1.066224
MSI;Multistack International Limited;30/04/2011;0.01;0.01;0.01;45.45;0.22;673820;0;0;0;0;0;0;0;0;0.03;0.03;4.83;0;0;0;0;0;0;0;0;0.29;27.14;8.72;23.15;21.55;7.78;19.28;27.16;8.73;23.17;0;13.33;0;22.76;74.29;108.15;112.58;0;5.87;19.36;0;0;0;0;1.076189
AUP;Aurora Property Buy-Write Income Trust;31/08/2013;0;5.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;972;1.056261
AOA;Ausmon Resources Ltd;28/02/2017;0;0.01;0.01;50;0.92;2680000;0;0;0;0;0;0;0;0;0.01;0;2.92;0;0;0;0;0;0;0;0;0;37.26;22.36;37.26;35.96;21.49;35.96;37.26;22.36;37.26;0;151.23;0;0;13382.86;13382.86;13382.86;0;31.81;0;0;0;3340000;1070000;1.016415
KLG;KLONDYKE GOLD LTD NPV;30/06/2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.034336
GPT;GPT Group;31/05/2014;0.57;4.65;5.09;1.05;1.12;8360000000;8.2;0.12;0.12;0.22;0.2;0.23;4.21;380;4.19;0.04;1.15;26.72;24.59;26.78;24.8;39.09;34.99;39.18;35.29;0;9.74;6.35;8.41;9.36;6.03;8.1;13.48;8.19;11.83;0.7;1790.4;0;76.15;66.53;64.45;147.73;16.09;3.91;2.03;17.09;6.37;5050000;3860000;1.046401
NMI;Northern Mining Limited;31/07/2019;0;0.02;0.02;6.67;1.37;17270000;5.08;0;0;0;0;0;0;0;0.01;0;24.01;0;0;0;0;0;0;0;0;0;36.08;25.13;36.08;35.51;23.47;35.51;36.04;24.94;36.04;0.21;573.22;0;0;247.01;283.33;2509.28;0;10.31;0;0;0;1180000;53051;0.02962
AGR;Aguia Resources Limited;31/08/2019;0.02;0.08;0.1;18;1.25;37500000;0;0;0;0;0;0;0;0;0.07;0.01;3.93;0;0;0.86;0.86;0;0;0.89;0.89;80.53;26.64;33.82;26.64;25.1;32.9;25.1;26.64;33.82;26.64;1.47;449.87;0;0;4462.98;9922.46;9978.27;0;25.69;0;0;0;147414;312719;0.9966
PPK;PPK Group Limited;30/04/2011;0.2;0.2;0.2;0;0;14660000;0;0;0;0.02;0.02;0.02;7.5;2.54;0.36;0.03;2.12;7.92;7.92;18.68;18.68;13.97;13.97;32.92;32.92;0;25.66;2.49;25.66;17.04;2.06;17.04;35.16;4.58;35.16;0.87;58.99;0;44.01;46.23;29.69;32.85;0;29.43;13.49;0;0;0;0;0.046483
KNLN;KIBARAN DEF;31/05/2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.016586
VXR;Venturex Resources Ltd;31/08/2010;0;0.01;0.01;65.78;1.12;19590000;0;0;0;0;0;0;0;0;0.01;0;1.38;0;0;0;0;0;0;0;0;3.14;11.74;19.24;11.74;11.44;18.68;11.44;21.48;24.03;21.48;4.22;1245.5;0;0;120.66;337.85;375.09;0;14.28;0;0;0;2030000;1110000;0.025691
KFE;Kogi Iron Ltd;30/11/2013;0;0.02;0.02;13.33;0;8070000;0;0;0;0;0;0;0;0;0;0;0.74;0;0;0;0;0;0;0;0;3.24;2015.4;5.82;2015.4;170.02;5.66;170.02;2015.4;7.61;2015.4;1.41;342.96;0;0;25866.39;25866.39;33722.41;0;35.99;17.25;0;0;207440;298040;1.056464
DMYNA;DROMANA DEF;30/04/2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.027462
DWS;DWS Ltd;31/05/2019;0.13;1.4;1.24;43.01;2.79;185220000;11.03;0.05;0.05;0.1;0.1;0.1;7.07;11.21;0.49;0.08;1.74;18.34;18.34;20.96;20.96;32.21;32.21;36.81;36.81;21.78;20.96;23.1;20.96;16.81;18.9;16.81;26.9;24.94;26.9;0.98;72.31;0;0;17.56;17.26;11.51;0.7;8.05;12.37;0.62;0;81137;90535;0.996682
AJX;Alexium International Group Ltd;30/09/2015;0.07;0.67;0.62;17.16;18.56;202930000;0;0;0;0;0;0;0;0;0.04;0.04;4.58;0;0;0;0;0;0;0;0;0;133.76;86.46;133.76;115.35;79.4;115.35;133.87;106.45;133.87;1.69;227.73;0;2.72;440.74;446.65;446.65;0;86.98;27.03;0;0;619052;481828;0.011648
